time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-02-12T21:34:14.140Z,37.9643333,-122.0305,11.7,1.15,md,15,84,0.06352,0.03,nc,nc72393010,2015-02-13T08:04:02.483Z,"1km S of Concord, California",earthquake
2015-02-12T19:38:19.080Z,37.989,-122.4518333,0.01,1.56,md,16,147,0.06759,0.09,nc,nc72392975,2015-02-13T23:05:36.280Z,"6km E of Santa Venetia, California",quarry blast
2015-02-12T02:47:06.440Z,37.8708333,-121.9858333,11.23,1.97,md,57,56,0.01313,0.09,nc,nc72392520,2015-02-12T12:17:03.234Z,"4km ENE of Alamo, California",earthquake
2015-02-11T20:14:12.350Z,37.3241667,-122.099,0.01,1.76,md,33,34,0.04352,0.07,nc,nc72392250,2015-02-17T22:00:43.450Z,"3km S of Loyola, California",quarry blast
2015-02-11T19:30:38.030Z,37.938,-121.875,16.58,1.63,md,6,158,0.01761,0.09,nc,nc72392225,2015-02-12T21:40:02.672Z,"5km E of Clayton, California",earthquake
2015-02-10T23:37:31.650Z,37.9758333,-121.8748333,15.74,1.93,md,39,94,0.02303,0.17,nc,nc72391715,2015-02-11T05:14:03.137Z,"5km S of Pittsburg, California",earthquake
2015-02-10T07:43:36.070Z,37.573,-121.9656667,9.23,1.18,md,31,63,0.0349,0.05,nc,nc72391365,2015-02-11T01:17:02.668Z,"3km NE of Fremont, California",earthquake
2015-02-10T04:19:36.070Z,37.6415,-121.9501667,10.12,1.08,md,13,73,0.03539,0.06,nc,nc72391220,2015-02-10T17:52:03.142Z,"6km S of Dublin, California",earthquake
2015-02-09T02:29:45.770Z,37.6695,-122.0773333,4.78,2.51,md,79,36,0.02764,0.12,nc,nc72393586,2015-07-21T10:32:21.704Z,"0km ENE of Hayward, California",earthquake
2015-02-08T18:15:53.370Z,37.7958333,-122.0558333,6.49,1.68,md,30,67,0.02137,0.06,nc,nc72393481,2015-02-11T08:30:06.112Z,"5km WSW of Danville, California",earthquake
2015-02-08T05:46:53.120Z,38.2255,-122.2895,10.09,1.01,md,15,97,0.05429,0.1,nc,nc72393281,2015-02-10T07:15:07.979Z,"6km NNW of American Canyon, California",earthquake
2015-02-07T12:04:15.880Z,37.2928333,-121.6705,4.43,1.18,md,15,95,0.03385,0.06,nc,nc72393001,2015-02-10T01:26:05.621Z,"14km E of Seven Trees, California",earthquake
2015-02-06T15:01:02.880Z,37.4595,-122.251,4.9,2.44,md,60,54,0.002122,0.07,nc,nc72392721,2015-02-08T05:47:34.974Z,"1km ESE of Emerald Lake Hills, California",earthquake
2015-02-06T12:27:31.890Z,37.4771667,-121.8208333,8.9,1.35,md,20,70,0.08236,0.06,nc,nc72392701,2015-02-06T21:29:02.978Z,"9km NE of Milpitas, California",earthquake
2015-02-06T11:44:24.540Z,37.4548333,-122.2563333,5.33,2.9,ml,100,42,0.004533,0.1,nc,nc72392646,2015-02-22T19:53:02.141Z,"1km SE of Emerald Lake Hills, California",earthquake
2015-02-06T00:26:23.260Z,38.4158333,-122.452,9.98,1.52,md,36,65,0.07064,0.13,nc,nc72392466,2015-02-06T07:23:02.357Z,"8km WNW of Yountville, California",earthquake
2015-02-04T20:44:24.360Z,37.322,-122.0985,0.01,1.69,md,13,78,0.01275,0.09,nc,nc72391901,2015-02-05T00:08:03.766Z,"3km S of Loyola, California",quarry blast
2015-02-03T21:53:08.760Z,38.227,-122.3381667,7.15,1.04,md,16,91,0.01807,0.08,nc,nc72391331,2015-02-06T03:51:03.481Z,"8km NW of American Canyon, California",earthquake
2015-02-03T15:38:36.970Z,37.8445,-122.6518333,9.16,1.44,md,19,181,0.0904,0.04,nc,nc72391196,2015-02-04T00:33:03.962Z,"7km SSE of Bolinas, California",earthquake
2015-02-03T14:38:17.810Z,37.6418333,-122.0575,1.42,1.03,md,14,73,0.03687,0.07,nc,nc72391166,2015-02-06T03:39:02.710Z,"3km SE of Hayward, California",earthquake
2015-02-03T14:14:16.460Z,37.9321667,-122.2998333,8.77,1.47,md,37,37,0.02655,0.05,nc,nc72391156,2015-02-04T02:26:08.955Z,"1km SE of East Richmond Heights, California",earthquake
2015-02-02T14:43:24.200Z,38.3876667,-122.2103333,10.41,1.56,md,6,172,0.07883,0.08,nc,nc72390641,2015-02-05T08:00:02.590Z,"12km NNE of Napa, California",earthquake
2015-02-02T12:37:04.810Z,37.4256667,-121.7713333,9.4,1.58,md,44,47,0.07604,0.05,nc,nc72390611,2015-02-04T02:56:05.876Z,"6km NE of East Foothills, California",earthquake
2015-02-02T01:38:46.380Z,37.7223333,-122.5606667,11.65,1.17,md,22,106,0.1089,0.05,nc,nc72390276,2015-02-03T10:47:04.483Z,"7km WNW of Broadmoor, California",earthquake
2015-02-01T16:05:58.400Z,37.7406667,-122.5396667,6.59,1.03,md,18,174,0.07484,0.09,nc,nc72390106,2015-02-03T07:24:01.842Z,"7km WNW of Daly City, California",earthquake
2015-02-01T12:04:34.560Z,37.6611667,-122.51,8.28,1.24,md,28,171,0.03678,0.09,nc,nc72389996,2015-02-04T06:38:03.108Z,"3km SW of Broadmoor, California",earthquake
2015-02-01T07:51:19.570Z,37.8556667,-121.7918333,11.89,1.79,md,38,137,0.04599,0.1,nc,nc72389896,2015-02-03T07:39:05.403Z,"9km SW of Brentwood, California",earthquake
2015-02-01T02:17:34.730Z,38.357,-122.3925,7.4,2.73,md,109,51,0.05312,0.13,nc,nc72389786,2015-08-11T22:35:22.534Z,"5km SSW of Yountville, California",earthquake
2015-01-31T21:45:42.100Z,37.662,-122.0608333,5.08,1.08,md,20,72,0.04266,0.07,nc,nc72389701,2015-02-05T03:03:06.184Z,"1km ESE of Hayward, California",earthquake
2015-01-31T01:23:36.260Z,37.7525,-122.5533333,8.06,2.64,md,89,96,0.07537,0.04,nc,nc72389391,2015-08-17T15:01:17.395Z,"9km WNW of Daly City, California",earthquake
2015-01-30T23:19:26.560Z,37.296,-121.675,3.99,2.09,md,70,56,0.03698,0.05,nc,nc72389331,2015-01-31T04:46:04.920Z,"14km E of Seven Trees, California",earthquake
2015-01-30T20:42:49.310Z,37.433,-121.779,8.57,1.88,md,65,51,0.06055,0.04,nc,nc72389241,2015-01-31T06:27:03.866Z,"6km NNE of East Foothills, California",earthquake
2015-01-30T00:04:41.280Z,38.4303333,-122.237,8.33,2.96,md,123,62,0.09579,0.21,nc,nc72388726,2015-05-02T14:06:19.040Z,"11km ENE of Yountville, California",earthquake
2015-01-29T20:22:59.550Z,37.3221667,-122.0993333,0.04,1.45,md,21,69,0.01287,0.09,nc,nc72388661,2015-01-29T22:35:36.050Z,"3km S of Loyola, California",quarry blast
2015-01-28T19:52:10.250Z,37.9103333,-121.9486667,0.01,1.28,md,8,125,0.06207,0.07,nc,nc72387916,2015-02-03T03:16:12.400Z,"3km SSW of Clayton, California",quarry blast
2015-01-28T17:59:03.610Z,37.6555,-122.0616667,3.92,1.86,md,57,26,0.04124,0.08,nc,nc72387836,2015-01-29T08:38:01.514Z,"2km SE of Hayward, California",earthquake
2015-01-28T02:26:12.880Z,37.4231667,-121.688,8.77,2.49,md,88,51,0.06101,0.06,nc,nc72387491,2015-02-03T03:46:14.800Z,"12km ENE of East Foothills, California",earthquake
2015-01-27T21:43:07.600Z,38.1404991,-122.2561646,5.82,1.88,md,6,231,0.6024,0.24,nc,nc72387381,2015-01-28T03:43:03.298Z,"3km S of American Canyon, California",earthquake
2015-01-27T02:21:12.200Z,38.2258333,-122.3343333,8.03,1.36,md,37,66,0.02019,0.11,nc,nc72386711,2015-01-27T11:18:04.846Z,"8km SSW of Napa, California",earthquake
2015-01-26T20:51:02.950Z,38.1241667,-122.1796667,0.01,1.25,md,11,98,0.02405,0.08,nc,nc72386601,2015-01-30T22:46:15.770Z,"7km ENE of Vallejo, California",quarry blast
2015-01-26T09:15:30.330Z,38.018,-122.2643333,6.7,1.1,md,35,47,0.005856,0.1,nc,nc72386376,2015-01-27T03:56:05.642Z,"1km S of Rodeo, California",earthquake
2015-01-26T09:01:27.120Z,37.4233333,-121.6885,8.2,1.93,md,84,51,0.06105,0.06,nc,nc72386366,2015-01-27T03:26:09.690Z,"12km ENE of East Foothills, California",earthquake
2015-01-26T08:43:26.500Z,37.6733333,-121.9886667,0.02,1.05,md,7,170,0.03312,0.16,nc,nc71089459,2015-01-27T00:56:03.102Z,"5km SW of Dublin, California",earthquake
2015-01-26T08:43:12.130Z,37.6421667,-122.0528333,1.37,1.32,md,27,57,0.03315,0.07,nc,nc72386356,2015-01-27T03:00:03.091Z,"3km SE of Hayward, California",earthquake
2015-01-26T03:03:32.440Z,38.2376667,-122.3358333,7.21,1.09,md,24,62,0.0265,0.11,nc,nc72386221,2015-01-30T04:11:02.959Z,"7km SSW of Napa, California",earthquake
2015-01-25T06:49:12.910Z,38.4053333,-122.4296667,9.99,1.23,md,18,87,0.06409,0.06,nc,nc72385826,2015-01-29T22:25:04.256Z,"6km W of Yountville, California",earthquake
2015-01-25T00:57:16.360Z,37.4798333,-122.2981667,6.38,1.25,md,21,98,0.03599,0.05,nc,nc72385746,2015-01-27T03:12:25.450Z,"3km WNW of Emerald Lake Hills, California",earthquake
2015-01-23T23:00:43.640Z,37.9973333,-121.8686667,14.1,2.14,md,59,143,0.04336,0.13,nc,nc72385391,2015-01-27T03:41:04.485Z,"3km SSE of Pittsburg, California",earthquake
2015-01-23T22:17:34.110Z,37.6406667,-122.0523333,1.22,1.72,md,22,72,0.03294,0.06,nc,nc72385371,2015-01-24T06:42:02.063Z,"4km SE of Hayward, California",earthquake
2015-01-23T19:19:25.780Z,37.3225,-122.099,0.01,1.47,md,19,68,0.01245,0.03,nc,nc72385326,2015-01-23T22:54:58.604Z,"3km S of Loyola, California",quarry blast
2015-01-23T12:43:24.330Z,37.856,-122.1825,6.76,1.16,md,34,53,0.01409,0.09,nc,nc72385251,2015-01-27T03:13:27.350Z,"2km S of Orinda, California",earthquake
2015-01-23T11:49:36.140Z,37.9243333,-122.2945,8.02,1.14,md,31,81,0.03389,0.06,nc,nc72385246,2015-01-27T03:13:57.930Z,"1km ENE of El Cerrito, California",earthquake
2015-01-23T09:52:54.150Z,37.6076667,-122.459,8.48,1.21,md,28,98,0.03204,0.04,nc,nc72385221,2015-01-23T20:21:05.935Z,"2km ESE of Pacifica, California",earthquake
2015-01-22T18:22:12.140Z,37.9465,-122.3153333,7.4,1.61,md,44,40,0.01111,0.06,nc,nc72384671,2015-01-23T01:44:01.898Z,"0km NW of East Richmond Heights, California",earthquake
2015-01-22T15:39:58.580Z,37.9031667,-122.641,4.89,1.16,md,12,170,0.04075,0.11,nc,nc72384616,2015-01-23T06:21:07.053Z,"4km E of Bolinas, California",earthquake
2015-01-22T15:30:53.960Z,38.411,-122.6618333,8.76,1.97,md,40,41,0.02177,0.07,nc,nc72384586,2015-01-22T22:51:03.732Z,"5km SE of Santa Rosa, California",earthquake
2015-01-20T20:04:09.110Z,37.5055,-122.407,2.01,1.14,md,13,76,0.01507,0.03,nc,nc72383631,2015-01-21T00:17:31.060Z,"5km NNE of Half Moon Bay, California",quarry blast
2015-01-19T18:58:02.410Z,37.9091667,-122.2048333,7.3,1.13,md,33,95,0.02903,0.07,nc,nc72383201,2015-01-22T01:52:02.986Z,"4km NNW of Orinda, California",earthquake
2015-01-19T12:00:09.860Z,37.4175,-121.6768333,4.68,1.38,md,29,58,0.06286,0.06,nc,nc72383131,2015-01-21T23:36:04.808Z,"13km ENE of East Foothills, California",earthquake
2015-01-19T10:05:41.300Z,37.7435,-121.9885,7.4,1.05,md,24,69,0.0608,0.08,nc,nc72383081,2015-01-21T22:28:33.670Z,"4km SSW of San Ramon, California",earthquake
2015-01-18T19:52:45.980Z,37.965,-122.0501667,12.2,1.16,md,20,78,0.06745,0.05,nc,nc72382856,2015-01-21T08:23:02.939Z,"2km SW of Concord, California",earthquake
2015-01-18T14:40:18.260Z,37.8965,-121.977,9.48,1.01,md,19,118,0.03958,0.06,nc,nc72382786,2015-01-21T04:33:01.872Z,"6km SW of Clayton, California",earthquake
2015-01-18T07:03:54.960Z,38.3185,-122.1931667,9.69,1.63,md,50,93,0.04198,0.13,nc,nc72382696,2015-01-21T03:39:05.894Z,"7km NNW of Green Valley, California",earthquake
2015-01-17T20:49:57.430Z,38.3551667,-122.382,6.05,1.56,md,24,68,0.06088,0.09,nc,nc72382596,2015-01-21T02:50:02.558Z,"5km SSW of Yountville, California",earthquake
2015-01-16T19:26:02.950Z,37.7356667,-122.562,9.18,2.4,md,76,102,0.05145,0.06,nc,nc72382341,2015-01-18T03:40:41.738Z,"8km NW of Broadmoor, California",earthquake
2015-01-16T15:16:10.090Z,38.3923333,-122.6541667,10.18,2.35,md,78,46,0.007589,0.08,nc,nc72382241,2015-01-18T03:43:42.763Z,"7km NE of Rohnert Park, California",earthquake
2015-01-15T15:31:37.480Z,37.8271667,-121.775,15.32,1.85,md,30,124,0.0276,0.07,nc,nc72381716,2015-01-16T22:43:02.657Z,"11km SSW of Brentwood, California",earthquake
2015-01-15T03:56:49.080Z,38.1348333,-122.2883333,6.96,1.21,md,34,71,0.01682,0.17,nc,nc72381456,2015-01-16T05:05:02.280Z,"4km NW of Vallejo, California",earthquake
2015-01-14T06:33:29.230Z,38.234,-122.3403333,7,1.52,md,56,62,0.02141,0.14,nc,nc72380911,2015-01-16T04:11:02.827Z,"8km SW of Napa, California",earthquake
2015-01-14T02:17:57.030Z,37.6513333,-122.066,1.91,1.28,md,20,78,0.04383,0.07,nc,nc72380861,2015-01-16T21:09:03.170Z,"2km SE of Hayward, California",earthquake
2015-01-12T20:10:19.600Z,37.3235,-122.098,0.01,1.78,md,34,59,0.0443,0.05,nc,nc72380001,2015-01-13T03:35:20.790Z,"3km S of Loyola, California",quarry blast
2015-01-12T19:49:43.680Z,37.3166667,-121.6851667,7.66,2.48,md,90,38,0.04212,0.04,nc,nc72379986,2015-01-13T06:14:04.485Z,"13km ESE of Alum Rock, California",earthquake
2015-01-11T08:06:59.010Z,38.048,-121.9091667,20.03,2.54,md,95,41,0.08694,0.22,nc,nc72379081,2015-08-17T14:11:56.974Z,"3km NW of Pittsburg, California",earthquake
2015-01-11T05:16:38.060Z,38.2478333,-122.346,8.45,2.19,md,85,55,0.03167,0.12,nc,nc72379046,2015-01-13T08:11:06.282Z,"7km SW of Napa, California",earthquake
2015-01-10T20:15:14.720Z,37.4775,-121.8308333,7.52,1.95,md,62,66,0.05442,0.06,nc,nc72378891,2015-01-13T18:31:04.409Z,"8km NE of Milpitas, California",earthquake
2015-01-10T19:48:03.690Z,38.0596667,-122.3593333,7.59,1.47,md,40,37,0.08124,0.11,nc,nc72378886,2015-01-14T03:21:02.611Z,"6km NNW of Bayview, California",earthquake
2015-01-10T13:54:24.680Z,37.6465,-122.0535,4.97,1.91,md,68,29,0.03353,0.08,nc,nc72378736,2015-01-13T10:59:04.801Z,"3km SE of Hayward, California",earthquake
2015-01-10T12:24:13.290Z,38.3318333,-122.5796667,7.65,1.01,md,16,59,0.01698,0.08,nc,nc72378686,2015-01-13T18:13:03.829Z,"6km WSW of Eldridge, California",earthquake
2015-01-10T11:00:19.810Z,37.9423333,-122.0643333,11.93,1.21,md,30,61,0.09267,0.07,nc,nc72378656,2015-01-13T04:35:04.659Z,"0km SSW of Pleasant Hill, California",earthquake
2015-01-09T02:49:43.580Z,37.6621667,-122.0658333,6.05,2.48,md,99,26,0.01867,0.1,nc,nc72377971,2015-02-09T23:24:30.718Z,"1km ESE of Hayward, California",earthquake
2015-01-08T21:27:04.310Z,37.9383333,-122.3608333,11.13,1.37,md,26,95,0.02961,0.07,nc,nc72377756,2015-01-13T08:22:03.421Z,"1km WNW of Richmond, California",earthquake
2015-01-08T20:04:35.940Z,38.1465,-122.3053333,7.53,1.33,md,35,72,0.03441,0.14,nc,nc72377721,2015-01-10T04:37:02.633Z,"5km SW of American Canyon, California",earthquake
2015-01-07T13:58:34.320Z,38.004,-121.9035,17.75,1.84,md,45,63,0.05826,0.18,nc,nc72376876,2015-01-10T03:13:02.811Z,"3km SSW of Pittsburg, California",earthquake
2015-01-07T12:38:14.160Z,37.3931667,-121.7428333,8.96,2.06,md,72,32,0.02898,0.05,nc,nc72376851,2015-01-09T03:52:05.653Z,"6km ENE of East Foothills, California",earthquake
2015-01-07T01:22:04.670Z,37.337,-122.1388333,5.96,1.07,md,11,112,0.04692,0.05,nc,nc72376581,2015-01-07T19:40:03.751Z,"3km WSW of Loyola, California",earthquake
2015-01-05T22:37:34.120Z,38.145,-122.2723333,8.1,1.16,md,12,144,0.02358,0.03,nc,nc72375971,2015-01-09T01:59:04.497Z,"3km SSW of American Canyon, California",earthquake
2015-01-04T08:45:12.860Z,37.7493333,-122.1405,6.83,1.11,md,29,55,0.03024,0.07,nc,nc72375146,2015-01-07T03:49:39.200Z,"3km NNE of San Leandro, California",earthquake
2015-01-03T10:56:43.880Z,38.2125,-122.3243333,8.17,1.25,md,27,71,0.02673,0.06,nc,nc72374411,2015-01-07T05:08:03.359Z,"6km NW of American Canyon, California",earthquake
2015-01-02T21:27:03.010Z,37.3316667,-122.0933333,0.01,1.04,md,13,85,0.08211,0.11,nc,nc72374171,2015-01-07T01:23:24.110Z,"2km SSE of Loyola, California",quarry blast
2015-01-02T10:15:06.150Z,38.4108333,-122.2176667,5.05,1.33,md,18,95,0.07962,0.13,nc,nc72373931,2015-01-03T03:41:02.128Z,"12km E of Yountville, California",earthquake
2015-01-02T07:14:12.140Z,38.3626667,-122.6068333,6.23,2.15,md,68,36,0.0266,0.08,nc,nc72373891,2015-01-03T06:42:05.232Z,"7km SW of Kenwood, California",earthquake
2015-01-02T01:01:15.000Z,37.6331667,-121.7635,6.91,1.1,md,10,102,0.01219,0.06,nc,nc72373816,2015-01-06T19:09:04.875Z,"5km S of Livermore, California",earthquake
2015-01-01T22:17:35.900Z,37.4625,-122.258,4.55,1.84,md,27,78,0.04096,0.08,nc,nc72373721,2015-01-06T21:55:03.978Z,"0km ESE of Emerald Lake Hills, California",earthquake
2015-01-01T21:18:15.720Z,38.3646667,-122.6068333,7.42,3,ml,115,36,0.02356,0.11,nc,nc72373706,2015-03-27T07:01:05.040Z,"7km SW of Kenwood, California",earthquake
2015-01-01T16:37:20.990Z,38.0581667,-122.3548333,8.52,1.1,md,16,54,0.0781,0.06,nc,nc72373581,2015-01-06T21:05:04.573Z,"6km NNW of Bayview, California",earthquake
2015-01-01T16:08:39.410Z,37.8613333,-121.8026667,14.19,1.29,md,17,136,0.05083,0.04,nc,nc72373576,2015-01-06T20:08:01.631Z,"9km SW of Brentwood, California",earthquake
2014-12-31T23:05:47.210Z,37.0921667,-122.238,14.75,1.34,md,15,200,0.07201,0.08,nc,nc72373191,2015-01-01T06:42:03.567Z,"9km NW of Bonny Doon, California",earthquake
2014-12-31T22:45:16.760Z,38.3518333,-122.3938333,7.34,1.54,md,18,78,0.05119,0.06,nc,nc72373176,2015-01-01T07:39:05.518Z,"6km SSW of Yountville, California",earthquake
2014-12-31T09:01:13.130Z,38.214,-122.327,8.81,2.54,md,75,70,0.02441,0.11,nc,nc72373016,2015-01-08T21:24:09.700Z,"7km NW of American Canyon, California",earthquake
2014-12-31T04:45:39.220Z,38.2156667,-122.323,9.21,1.54,md,17,106,0.02737,0.1,nc,nc72372951,2015-01-07T03:49:04.037Z,"7km NW of American Canyon, California",earthquake
2014-12-30T19:41:41.960Z,37.518,-122.4115,0.01,1.03,md,7,118,0.02121,0.08,nc,nc72372806,2015-01-06T00:10:07.780Z,"5km ENE of El Granada, California",quarry blast
2014-12-30T13:41:12.490Z,37.9108333,-122.0035,10.65,1.28,md,21,96,0.1053,0.09,nc,nc72372706,2015-01-06T02:54:02.640Z,"4km ESE of Waldon, California",earthquake
2014-12-29T19:22:14.690Z,38.3526667,-122.3981667,7.82,1.09,md,12,92,0.04793,0.06,nc,nc72372361,2015-01-01T02:29:20.270Z,"6km SSW of Yountville, California",earthquake
2014-12-29T18:38:01.390Z,38.352,-122.4003333,8.82,1.62,md,19,84,0.04615,0.13,nc,nc72372326,2015-01-03T07:26:03.871Z,"6km SSW of Yountville, California",earthquake
2014-12-29T17:57:16.930Z,38.3553333,-122.4008333,9.53,2.36,md,72,47,0.04637,0.12,nc,nc72372291,2015-01-30T19:14:02.863Z,"6km SW of Yountville, California",earthquake
2014-12-29T07:31:15.880Z,38.28,-122.3638333,7.9,1.22,md,25,93,0.06261,0.12,nc,nc72372006,2015-01-01T04:05:02.840Z,"7km WSW of Napa, California",earthquake
2014-12-28T21:22:05.210Z,37.4473333,-121.7986667,5.53,1.01,md,16,93,0.07801,0.05,nc,nc72371796,2015-01-01T02:01:38.190Z,"7km NNE of East Foothills, California",earthquake
2014-12-28T10:12:51.860Z,37.7063333,-122.5208333,7.29,1.54,md,38,97,0.07808,0.06,nc,nc72371566,2014-12-31T09:18:02.283Z,"4km WNW of Broadmoor, California",earthquake
2014-12-27T16:39:57.430Z,38.4018333,-122.6615,10.01,1.42,md,21,50,0.01266,0.07,nc,nc72371131,2014-12-31T01:31:05.523Z,"6km SE of Santa Rosa, California",earthquake
2014-12-26T16:01:58.240Z,37.5351667,-122.4935,8.34,2.18,md,57,133,0.03397,0.05,nc,nc72370406,2014-12-30T12:28:06.030Z,"1km ENE of Moss Beach, California",earthquake
2014-12-25T22:55:29.520Z,38.412,-122.6615,8.46,1.85,md,40,74,0.02278,0.09,nc,nc72370051,2014-12-30T01:50:02.509Z,"5km SE of Santa Rosa, California",earthquake
2014-12-25T06:30:13.120Z,37.4136667,-121.7615,7.51,1.15,md,16,53,0.04113,0.03,nc,nc72369756,2014-12-25T12:20:05.842Z,"6km NE of East Foothills, California",earthquake
2014-12-24T17:22:29.590Z,37.9661667,-122.0373333,13.73,1.43,md,27,80,0.06294,0.05,nc,nc72369601,2015-01-09T07:08:02.229Z,"1km SSW of Concord, California",earthquake
2014-12-23T22:16:17.390Z,37.4488333,-121.7998333,5.57,2.2,md,73,58,0.07972,0.05,nc,nc72369266,2014-12-25T01:00:03.396Z,"7km NNE of East Foothills, California",earthquake
2014-12-23T15:15:00.950Z,37.5066667,-121.9141667,1.04,1.79,md,29,50,0.0215,0.08,nc,nc72368851,2014-12-24T02:06:04.646Z,"8km SE of Fremont, California",earthquake
2014-12-22T21:29:43.020Z,37.3491667,-122.0985,5.44,1.26,md,11,132,0.07366,0.03,nc,nc72368466,2014-12-24T23:15:03.388Z,"0km SE of Loyola, California",earthquake
2014-12-22T17:40:18.320Z,37.9828333,-122.0601667,16.52,1.55,md,27,64,0.05616,0.11,nc,nc72368411,2014-12-24T01:02:03.433Z,"1km E of Pacheco, California",earthquake
2014-12-22T13:50:15.190Z,38.356,-122.3995,8.16,1.42,md,13,92,0.04754,0.09,nc,nc72368361,2014-12-24T22:29:04.065Z,"6km SSW of Yountville, California",earthquake
2014-12-22T08:06:48.610Z,37.9843333,-122.0566667,17.58,1.19,md,21,64,0.05328,0.1,nc,nc72368241,2014-12-24T04:16:04.902Z,"1km E of Pacheco, California",earthquake
2014-12-22T02:03:34.070Z,37.511,-121.9231667,0.29,1.29,md,11,97,0.04066,0.09,nc,nc72368106,2014-12-24T22:00:06.729Z,"7km SE of Fremont, California",earthquake
2014-12-21T22:22:36.720Z,37.969,-122.036,12.75,2.05,md,45,81,0.05994,0.08,nc,nc72368016,2014-12-23T20:13:02.865Z,"1km SSW of Concord, California",earthquake
2014-12-21T17:01:04.880Z,37.2876667,-121.6678333,1.9,1.03,md,13,81,0.02894,0.03,nc,nc72367861,2014-12-24T19:05:05.026Z,"15km E of Seven Trees, California",earthquake
2014-12-21T09:54:32.880Z,37.7081667,-122.5378333,8.6,1.32,md,24,178,0.08672,0.04,nc,nc72367716,2014-12-23T05:45:05.001Z,"5km WNW of Broadmoor, California",earthquake
2014-12-21T09:36:05.770Z,37.709,-122.5391667,8.63,1.33,md,26,183,0.08801,0.04,nc,nc72367701,2014-12-23T07:44:04.543Z,"5km WNW of Broadmoor, California",earthquake
2014-12-21T00:17:04.530Z,37.1036667,-121.8183333,3.36,1.14,md,8,91,0.05904,0.03,nc,nc72367491,2014-12-23T04:47:02.748Z,"8km NNE of Day Valley, California",earthquake
2014-12-20T06:47:43.960Z,37.2916667,-121.6731667,1.87,1.03,md,12,82,0.03262,0.03,nc,nc72367156,2014-12-24T01:02:03.068Z,"14km E of Seven Trees, California",earthquake
2014-12-20T06:29:44.850Z,37.1086667,-121.8191667,4.25,1.4,md,18,71,0.05422,0.05,nc,nc72367136,2014-12-22T22:32:03.798Z,"8km NNE of Day Valley, California",earthquake
2014-12-20T05:45:02.920Z,37.786,-122.1703333,9,1.43,md,48,36,0.007085,0.08,nc,nc72367116,2014-12-22T22:05:06.175Z,"6km ENE of Alameda, California",earthquake
2014-12-20T05:42:59.990Z,37.7875,-122.169,8.16,1.18,md,25,65,0.00889,0.09,nc,nc72367111,2014-12-22T21:35:04.397Z,"6km ENE of Alameda, California",earthquake
2014-12-20T05:22:34.430Z,37.106,-121.8201667,3.29,1.37,md,13,71,0.05631,0.03,nc,nc72367086,2014-12-22T20:35:08.270Z,"8km NNE of Day Valley, California",earthquake
2014-12-20T02:11:27.740Z,38.2118333,-122.33,7.23,1.89,md,39,69,0.02252,0.13,nc,nc72367051,2014-12-20T12:03:05.972Z,"7km NW of American Canyon, California",earthquake
2014-12-18T12:32:00.490Z,37.7923333,-121.9843333,10.11,2.52,md,66,52,0.06672,0.08,nc,nc72366381,2014-12-25T21:46:11.949Z,"1km NNW of San Ramon, California",earthquake
2014-12-18T09:56:41.330Z,38.3346667,-122.384,8.2,1.69,md,31,44,0.05945,0.12,nc,nc72366346,2014-12-20T08:25:04.510Z,"7km SSW of Yountville, California",earthquake
2014-12-18T09:45:39.790Z,37.8418333,-121.7995,14.14,1.84,md,37,125,0.03147,0.09,nc,nc72366336,2014-12-20T00:01:04.450Z,"9km ENE of Blackhawk, California",earthquake
2014-12-18T09:27:23.890Z,37.8268333,-121.8215,13.21,2.49,md,81,33,0.02213,0.25,nc,nc72366326,2015-01-31T05:22:28.068Z,"7km E of Blackhawk, California",earthquake
2014-12-17T21:16:37.490Z,37.1096667,-121.8196667,3.97,1.83,md,29,63,0.05315,0.09,nc,nc72366121,2014-12-19T02:05:03.961Z,"9km NNE of Day Valley, California",earthquake
2014-12-17T20:27:46.450Z,38.1156667,-122.1753333,0.01,1.47,md,6,125,0.0218,0.04,nc,nc72366106,2014-12-20T03:27:17.240Z,"7km E of Vallejo, California",quarry blast
2014-12-17T13:24:38.090Z,37.0921667,-122.2493333,13.48,1.7,md,25,173,0.08028,0.05,nc,nc72365966,2014-12-19T04:36:02.675Z,"10km WNW of Bonny Doon, California",earthquake
2014-12-17T01:41:15.080Z,37.2871667,-121.6711667,1.51,1.27,md,16,82,0.02817,0.05,nc,nc72365746,2014-12-19T03:57:04.774Z,"14km E of Seven Trees, California",earthquake
2014-12-17T00:15:00.520Z,38.3633333,-122.3831667,5.22,1.48,md,21,47,0.06184,0.17,nc,nc72365711,2014-12-20T05:22:03.161Z,"4km SSW of Yountville, California",earthquake
2014-12-15T23:02:52.660Z,37.9781667,-122.0751667,15.47,1.69,md,39,55,0.06748,0.14,nc,nc72365321,2014-12-20T07:54:03.876Z,"0km S of Pacheco, California",earthquake
2014-12-15T18:24:52.300Z,37.9826667,-122.0623333,16.86,2.29,md,58,61,0.05737,0.1,nc,nc72365221,2014-12-16T05:53:03.769Z,"1km E of Pacheco, California",earthquake
2014-12-15T17:26:40.700Z,38.225,-122.3225,7.82,1.32,md,22,86,0.0287,0.08,nc,nc71088754,2014-12-16T05:24:03.822Z,"7km NW of American Canyon, California",earthquake
